van007,14.836095,120.290688,2025-05-13T10:47:00Z
van007,14.836418,120.28996,2025-05-13T10:47:30Z
van007,14.836709,120.289243,2025-05-13T10:48:00Z
van007,14.836902,120.288562,2025-05-13T10:48:30Z
van007,14.8371,120.287881,2025-05-13T10:49:00Z
van007,14.837414,120.287164,2025-05-13T10:49:30Z
van007,14.837604,120.286523,2025-05-13T10:50:00Z
van007,14.837876,120.285715,2025-05-13T10:50:30Z
van007,14.838098,120.285147,2025-05-13T10:51:00Z
van007,14.838367,120.28435,2025-05-13T10:51:30Z
