Row 1 ('device_id,lat,lon,timestamp'): Non-numeric latitude or longitude (lat='lat', lon='lon').
Row 1 ('device_id,lat,lon,timestamp'): Invalid ISO 8601 timestamp format 'timestamp'.
Row 206 ('van007,14.78557,120.430829,2025-05-13 9:05:30'): Invalid ISO 8601 timestamp format '2025-05-13 9:05:30'.
Row 207 ('van007,14.732791,120.577215,2025-05-13 7:19:30'): Invalid ISO 8601 timestamp format '2025-05-13 7:19:30'.
Row 208 ('van007,14.710279,120.639376,2025-05-13 6:34:30'): Invalid ISO 8601 timestamp format '2025-05-13 6:34:30'.
Row 210 ('van007,14.64578,120.962473,2025-05-12 9:15:30'): Invalid ISO 8601 timestamp format '2025-05-12 9:15:30'.
Row 211 ('van007,14.722575,120.605516,2025-05-13 6:59:00'): Invalid ISO 8601 timestamp format '2025-05-13 6:59:00'.
Row 212 ('van007,14.645012,120.820195,2025-05-13 4:23:30'): Invalid ISO 8601 timestamp format '2025-05-13 4:23:30'.
Row 215 ('van007,14.635079,120.847849,2025-05-13 4:03:30'): Invalid ISO 8601 timestamp format '2025-05-13 4:03:30'.
Row 216 ('van007,14.647323,120.813941,2025-05-13 4:28:00'): Invalid ISO 8601 timestamp format '2025-05-13 4:28:00'.
Row 220 ('van007,14.7781,120.451436,2025-05-13 8:50:30'): Invalid ISO 8601 timestamp format '2025-05-13 8:50:30'.
Row 221 ('van007,13.943901,121.039391,2025-05-13 0:13:00'): Invalid ISO 8601 timestamp format '2025-05-13 0:13:00'.
Row 222 ('van007,14.623831,120.878932,2025-05-13 3:41:00'): Invalid ISO 8601 timestamp format '2025-05-13 3:41:00'.
Row 223 ('van007,13.777148,121.056193,2025-05-13 1:53:00'): Invalid ISO 8601 timestamp format '2025-05-13 1:53:00'.
Row 225 ('van007,14.681397,120.719431,2025-05-13 5:36:30'): Invalid ISO 8601 timestamp format '2025-05-13 5:36:30'.
Row 227 ('van007,14.610462,120.916154,2025-05-13 3:14:00'): Invalid ISO 8601 timestamp format '2025-05-13 3:14:00'.
Row 229 ('van007,13.770488,121.056884,2025-05-13 1:57:00'): Invalid ISO 8601 timestamp format '2025-05-13 1:57:00'.
Row 230 ('van007,14.635831,120.845734,2025-05-13 4:05:00'): Invalid ISO 8601 timestamp format '2025-05-13 4:05:00'.
Row 231 ('van007,14.752222,120.523307,2025-05-13 7:58:30'): Invalid ISO 8601 timestamp format '2025-05-13 7:58:30'.
Row 232 ('van007,14.792845,120.410718,2025-05-13 9:20:00'): Invalid ISO 8601 timestamp format '2025-05-13 9:20:00'.
Row 233 ('van007,13.768779,121.057061,not-a-timestamp'): Invalid ISO 8601 timestamp format 'not-a-timestamp'.
Row 236 ('van007,14.796767,120.399753,2025-05-13 9:28:00'): Invalid ISO 8601 timestamp format '2025-05-13 9:28:00'.
Row 239 ('van007,14.638015,120.839508,2025-05-13 4:09:30'): Invalid ISO 8601 timestamp format '2025-05-13 4:09:30'.
Row 241 ('van007,14.60093,120.942483,2025-05-13 2:55:00'): Invalid ISO 8601 timestamp format '2025-05-13 2:55:00'.
Row 247 ('van007,999,999,2025-05-12 15:32:59'): Invalid coordinates lat=999, lon=999. Out of range.
Row 248 ('van007,999,999,2025-05-12 15:32:59'): Invalid coordinates lat=999, lon=999. Out of range.
Row 249 ('van007,13.850575,121.0488,2025-05-13 1:09:00'): Invalid ISO 8601 timestamp format '2025-05-13 1:09:00'.
Row 250 ('van007,14.800021,120.930299,2025-05-12 9:58:00'): Invalid ISO 8601 timestamp format '2025-05-12 9:58:00'.
Row 251 ('van007,14.620911,120.887195,2025-05-13 3:35:00'): Invalid ISO 8601 timestamp format '2025-05-13 3:35:00'.
Row 252 ('van007,14.663956,120.958691,2025-05-12 9:20:30'): Invalid ISO 8601 timestamp format '2025-05-12 9:20:30'.
Row 253 ('van007,999,999,2025-05-12 15:32:59'): Invalid coordinates lat=999, lon=999. Out of range.
Row 254 ('van007,14.594534,120.960354,2025-05-13 2:42:00'): Invalid ISO 8601 timestamp format '2025-05-13 2:42:00'.
Row 256 ('van007,14.646496,120.816027,2025-05-13 4:26:30'): Invalid ISO 8601 timestamp format '2025-05-13 4:26:30'.
Row 261 ('van007,14.640376,120.833315,2025-05-13 4:14:00'): Invalid ISO 8601 timestamp format '2025-05-13 4:14:00'.
Row 262 ('van007,13.861417,121.047698,2025-05-13 1:02:30'): Invalid ISO 8601 timestamp format '2025-05-13 1:02:30'.
Row 265 ('van007,14.598418,120.949282,2025-05-13 2:50:00'): Invalid ISO 8601 timestamp format '2025-05-13 2:50:00'.
Row 266 ('van007,14.609957,120.917646,2025-05-13 3:13:00'): Invalid ISO 8601 timestamp format '2025-05-13 3:13:00'.
Row 268 ('van007,13.779684,121.055922,2025-05-13 1:51:30'): Invalid ISO 8601 timestamp format '2025-05-13 1:51:30'.
Row 269 ('van007,14.797845,120.396948,2025-05-13 9:30:00'): Invalid ISO 8601 timestamp format '2025-05-13 9:30:00'.
Row 270 ('van007,14.648343,120.811282,2025-05-13 4:30:00'): Invalid ISO 8601 timestamp format '2025-05-13 4:30:00'.
Row 271 ('van007,13.803841,121.053496,2025-05-13 1:37:00'): Invalid ISO 8601 timestamp format '2025-05-13 1:37:00'.
Row 274 ('van007,14.700162,120.667565,2025-05-13 6:14:00'): Invalid ISO 8601 timestamp format '2025-05-13 6:14:00'.
Row 275 ('van007,14.772912,120.465946,2025-05-13 8:40:00'): Invalid ISO 8601 timestamp format '2025-05-13 8:40:00'.
Row 278 ('van007,13.863915,121.047376,2025-05-13 1:01:00'): Invalid ISO 8601 timestamp format '2025-05-13 1:01:00'.
Row 279 ('van007,14.652076,120.80094,2025-05-13 4:37:30'): Invalid ISO 8601 timestamp format '2025-05-13 4:37:30'.
Row 281 ('van007,14.631875,120.85682,2025-05-13 3:57:00'): Invalid ISO 8601 timestamp format '2025-05-13 3:57:00'.
Row 282 ('van007,14.701909,120.662849,2025-05-13 6:17:30'): Invalid ISO 8601 timestamp format '2025-05-13 6:17:30'.
Row 284 ('van007,14.696688,120.677293,2025-05-13 6:07:00'): Invalid ISO 8601 timestamp format '2025-05-13 6:07:00'.
Row 285 ('van007,14.692129,120.689746,2025-05-13 5:58:00'): Invalid ISO 8601 timestamp format '2025-05-13 5:58:00'.
Row 287 ('van007,14.589432,120.974221,2025-05-12 9:00:00'): Invalid ISO 8601 timestamp format '2025-05-12 9:00:00'.
Row 288 ('van007,999,999,2025-05-12 15:32:59'): Invalid coordinates lat=999, lon=999. Out of range.
Row 290 ('van007,13.956483,121.038035,2025-05-13 0:05:30'): Invalid ISO 8601 timestamp format '2025-05-13 0:05:30'.
Row 292 ('van007,14.678154,120.728391,2025-05-13 5:30:00'): Invalid ISO 8601 timestamp format '2025-05-13 5:30:00'.
Row 295 ('van007,14.66753,120.957995,2025-05-12 9:21:30'): Invalid ISO 8601 timestamp format '2025-05-12 9:21:30'.
Row 298 ('van007,13.923169,121.041495,2025-05-13 0:25:30'): Invalid ISO 8601 timestamp format '2025-05-13 0:25:30'.
Row 301 ('van007,14.780075,120.934414,2025-05-12 9:52:30'): Invalid ISO 8601 timestamp format '2025-05-12 9:52:30'.
Row 306 ('van007,13.891396,121.044664,2025-05-13 0:44:30'): Invalid ISO 8601 timestamp format '2025-05-13 0:44:30'.
Row 307 ('van007,14.653976,120.795413,2025-05-13 4:41:30'): Invalid ISO 8601 timestamp format '2025-05-13 4:41:30'.
Row 308 ('van007,14.727044,120.593077,2025-05-13 7:08:00'): Invalid ISO 8601 timestamp format '2025-05-13 7:08:00'.
Row 309 ('van007,13.833825,121.050421,2025-05-13 1:19:00'): Invalid ISO 8601 timestamp format '2025-05-13 1:19:00'.
Row 310 ('van007,14.633328,120.852725,2025-05-13 4:00:00'): Invalid ISO 8601 timestamp format '2025-05-13 4:00:00'.
Row 311 ('van007,14.716857,120.621327,2025-05-13 6:47:30'): Invalid ISO 8601 timestamp format '2025-05-13 6:47:30'.
Row 313 ('van007,14.771068,120.470782,2025-05-13 8:36:30'): Invalid ISO 8601 timestamp format '2025-05-13 8:36:30'.
Row 317 ('van007,14.758104,120.506791,2025-05-13 8:10:30'): Invalid ISO 8601 timestamp format '2025-05-13 8:10:30'.
Row 319 ('van007,13.893886,121.044478,2025-05-13 0:43:00'): Invalid ISO 8601 timestamp format '2025-05-13 0:43:00'.
Row 321 ('van007,14.788006,120.423942,2025-05-13 9:10:30'): Invalid ISO 8601 timestamp format '2025-05-13 9:10:30'.
Row 323 ('van007,14.731451,120.580562,2025-05-13 7:17:00'): Invalid ISO 8601 timestamp format '2025-05-13 7:17:00'.
Row 326 ('van007,14.662816,120.771159,2025-05-13 4:59:00'): Invalid ISO 8601 timestamp format '2025-05-13 4:59:00'.
Row 328 ('van007,13.958124,121.037869,2025-05-13 0:04:30'): Invalid ISO 8601 timestamp format '2025-05-13 0:04:30'.
Row 330 ('van007,14.786864,120.427375,2025-05-13 9:08:00'): Invalid ISO 8601 timestamp format '2025-05-13 9:08:00'.
Row 331 ('van007,13.838798,121.04991,2025-05-13 1:16:00'): Invalid ISO 8601 timestamp format '2025-05-13 1:16:00'.
Row 332 ('van007,14.705683,120.950027,2025-05-12 9:32:00'): Invalid ISO 8601 timestamp format '2025-05-12 9:32:00'.
Row 333 ('van007,13.868938,121.046917,2025-05-13 0:58:00'): Invalid ISO 8601 timestamp format '2025-05-13 0:58:00'.
Row 334 ('van007,14.754681,120.516446,2025-05-13 8:03:30'): Invalid ISO 8601 timestamp format '2025-05-13 8:03:30'.
Row 335 ('van007,14.766693,120.483287,not-a-timestamp'): Invalid ISO 8601 timestamp format 'not-a-timestamp'.
Row 338 ('van007,14.744939,120.543279,2025-05-13 7:44:00'): Invalid ISO 8601 timestamp format '2025-05-13 7:44:00'.
Row 339 ('van007,13.818052,121.052016,2025-05-13 1:28:30'): Invalid ISO 8601 timestamp format '2025-05-13 1:28:30'.
Row 341 ('van007,14.676606,120.956102,2025-05-12 9:24:00'): Invalid ISO 8601 timestamp format '2025-05-12 9:24:00'.
Row 343 ('van007,14.729749,120.58541,2025-05-13 7:13:30'): Invalid ISO 8601 timestamp format '2025-05-13 7:13:30'.
Row 344 ('van007,13.905645,121.043267,2025-05-13 0:36:00'): Invalid ISO 8601 timestamp format '2025-05-13 0:36:00'.
Row 345 ('van007,14.77916,120.448766,2025-05-13 8:52:30'): Invalid ISO 8601 timestamp format '2025-05-13 8:52:30'.
Row 347 ('van007,13.932314,121.040549,2025-05-13 0:20:00'): Invalid ISO 8601 timestamp format '2025-05-13 0:20:00'.
Row 349 ('van007,14.776923,120.454961,2025-05-13 8:48:00'): Invalid ISO 8601 timestamp format '2025-05-13 8:48:00'.
Row 352 ('van007,999,999,2025-05-12 15:32:59'): Invalid coordinates lat=999, lon=999. Out of range.
Row 356 ('van007,14.605511,120.930054,2025-05-13 3:04:00'): Invalid ISO 8601 timestamp format '2025-05-13 3:04:00'.
Row 357 ('van007,14.598574,120.972265,2025-05-12 9:02:30'): Invalid ISO 8601 timestamp format '2025-05-12 9:02:30'.
Row 359 ('van007,14.620422,120.888564,2025-05-13 3:34:00'): Invalid ISO 8601 timestamp format '2025-05-13 3:34:00'.
Row 362 ('van007,14.703882,120.657275,not-a-timestamp'): Invalid ISO 8601 timestamp format 'not-a-timestamp'.
Row 364 ('van007,14.787052,120.426655,2025-05-13 9:08:30'): Invalid ISO 8601 timestamp format '2025-05-13 9:08:30'.
Row 366 ('van007,14.671176,120.957106,2025-05-12 9:22:30'): Invalid ISO 8601 timestamp format '2025-05-12 9:22:30'.
Row 368 ('van007,14.762196,120.495661,2025-05-13 8:18:30'): Invalid ISO 8601 timestamp format '2025-05-13 8:18:30'.
Row 372 ('van007,14.749176,120.940825,2025-05-12 9:44:00'): Invalid ISO 8601 timestamp format '2025-05-12 9:44:00'.
Row 373 ('van007,14.684856,120.709789,2025-05-13 5:43:30'): Invalid ISO 8601 timestamp format '2025-05-13 5:43:30'.
Row 377 ('van007,14.644084,120.822946,2025-05-13 4:21:30'): Invalid ISO 8601 timestamp format '2025-05-13 4:21:30'.
Row 381 ('van007,14.619867,120.890003,2025-05-13 3:33:00'): Invalid ISO 8601 timestamp format '2025-05-13 3:33:00'.
Row 383 ('van007,13.759637,121.058017,2025-05-13 2:03:30'): Invalid ISO 8601 timestamp format '2025-05-13 2:03:30'.
Row 384 ('van007,14.674152,120.739496,2025-05-13 5:22:00'): Invalid ISO 8601 timestamp format '2025-05-13 5:22:00'.
Row 385 ('van007,14.601421,120.941059,2025-05-13 2:56:00'): Invalid ISO 8601 timestamp format '2025-05-13 2:56:00'.
Row 398 ('van007,14.717829,120.618631,2025-05-13 6:49:30'): Invalid ISO 8601 timestamp format '2025-05-13 6:49:30'.
Row 401 ('van007,13.880512,121.045762,2025-05-13 0:51:00'): Invalid ISO 8601 timestamp format '2025-05-13 0:51:00'.
Row 404 ('van007,14.68388,120.954479,2025-05-12 9:26:00'): Invalid ISO 8601 timestamp format '2025-05-12 9:26:00'.
Row 405 ('van007,14.589764,120.973455,2025-05-13 2:32:30'): Invalid ISO 8601 timestamp format '2025-05-13 2:32:30'.
Row 406 ('van007,14.734466,120.572329,2025-05-13 7:23:00'): Invalid ISO 8601 timestamp format '2025-05-13 7:23:00'.
Row 407 ('van007,14.701361,120.664125,2025-05-13 6:16:30'): Invalid ISO 8601 timestamp format '2025-05-13 6:16:30'.
Row 409 ('van007,14.805791,120.374825,2025-05-13 9:46:00'): Invalid ISO 8601 timestamp format '2025-05-13 9:46:00'.
Row 410 ('van007,14.611698,120.912772,2025-05-13 3:16:30'): Invalid ISO 8601 timestamp format '2025-05-13 3:16:30'.
Row 411 ('van007,14.771023,120.936412,2025-05-12 9:50:00'): Invalid ISO 8601 timestamp format '2025-05-12 9:50:00'.
Row 415 ('van007,14.707062,120.648303,2025-05-13 6:28:00'): Invalid ISO 8601 timestamp format '2025-05-13 6:28:00'.
Row 416 ('van007,14.669517,120.75248,2025-05-13 5:12:30'): Invalid ISO 8601 timestamp format '2025-05-13 5:12:30'.
Row 417 ('van007,14.771565,120.469427,2025-05-13 8:37:30'): Invalid ISO 8601 timestamp format '2025-05-13 8:37:30'.
Row 419 ('van007,13.808016,121.053088,2025-05-13 1:34:30'): Invalid ISO 8601 timestamp format '2025-05-13 1:34:30'.
Row 423 ('van007,14.625928,120.87338,2025-05-13 3:45:00'): Invalid ISO 8601 timestamp format '2025-05-13 3:45:00'.
Row 426 ('van007,13.844692,121.049323,2025-05-13 1:12:30'): Invalid ISO 8601 timestamp format '2025-05-13 1:12:30'.
Row 427 ('van007,14.63851,120.964,2025-05-12 9:13:30'): Invalid ISO 8601 timestamp format '2025-05-12 9:13:30'.
Row 430 ('van007,14.667032,120.759409,2025-05-13 5:07:30'): Invalid ISO 8601 timestamp format '2025-05-13 5:07:30'.
Row 431 ('van007,999,999,2025-05-12 15:32:59'): Invalid coordinates lat=999, lon=999. Out of range.
Row 433 ('van007,14.711077,120.948774,2025-05-12 9:33:30'): Invalid ISO 8601 timestamp format '2025-05-12 9:33:30'.
Row 435 ('van007,999,999,2025-05-12 15:32:59'): Invalid coordinates lat=999, lon=999. Out of range.
Row 437 ('van007,999,999,2025-05-12 15:32:59'): Invalid coordinates lat=999, lon=999. Out of range.
Row 438 ('van007,13.929005,121.040945,2025-05-13 0:22:00'): Invalid ISO 8601 timestamp format '2025-05-13 0:22:00'.
Row 439 ('van007,14.690717,120.693919,2025-05-13 5:55:00'): Invalid ISO 8601 timestamp format '2025-05-13 5:55:00'.
Row 444 ('van007,14.716044,120.623418,2025-05-13 6:46:00'): Invalid ISO 8601 timestamp format '2025-05-13 6:46:00'.
Row 446 ('van007,14.746244,120.539842,2025-05-13 7:46:30'): Invalid ISO 8601 timestamp format '2025-05-13 7:46:30'.
Row 450 ('van007,14.646866,120.815405,2025-05-13 4:27:00'): Invalid ISO 8601 timestamp format '2025-05-13 4:27:00'.
Row 451 ('van007,13.918937,121.041952,2025-05-13 0:28:00'): Invalid ISO 8601 timestamp format '2025-05-13 0:28:00'.
Row 452 ('van007,13.8547,121.04833,2025-05-13 1:06:30'): Invalid ISO 8601 timestamp format '2025-05-13 1:06:30'.
Row 453 ('van007,14.724282,120.600706,2025-05-13 7:02:30'): Invalid ISO 8601 timestamp format '2025-05-13 7:02:30'.
Row 455 ('van007,14.609411,120.970012,2025-05-12 9:05:30'): Invalid ISO 8601 timestamp format '2025-05-12 9:05:30'.
Row 456 ('van007,14.666778,120.760181,2025-05-13 5:07:00'): Invalid ISO 8601 timestamp format '2025-05-13 5:07:00'.
Row 458 ('van007,14.748489,120.533595,2025-05-13 7:51:00'): Invalid ISO 8601 timestamp format '2025-05-13 7:51:00'.
